,CLIENT_ID,RETRO_DT,TARGET,number_of_friends
24606,74421,20210517,1,68
24607,74422,20210517,0,100
24608,74423,20210517,1,100
24609,74424,20210517,0,61
24610,74426,20210517,1,100
24611,74427,20210517,1,26
24612,74444,20210517,0,67
24613,74445,20210517,test,100
24614,74446,20210517,0,5
24615,74447,20210517,0,100
24616,74449,20210517,0,99
24617,74450,20210517,test,17
24618,74451,20210517,0,26
24619,74452,20210517,test,100
24620,74453,20210517,0,100
24621,74454,20210517,1,99
24622,74455,20210517,0,100
24623,74456,20210517,0,41
24624,74457,20210517,test,100
24625,74458,20210517,0,100
24626,74459,20210517,1,99
24627,75956,20210517,1,16
24628,760992,20210517,1,100
24629,763485,20210517,1,10
24630,765885,20210517,0,100
24631,771888,20210517,1,29
24632,772656,20210517,0,100
24633,773022,20210517,0,99
24634,784296,20210517,test,100
24635,786823,20210517,0,100
24636,787552,20210517,0,100
24637,794488,20210517,1,100
24638,794813,20210517,test,10
24639,796776,20210517,1,41
24640,802703,20210517,0,82
24641,806215,20210517,0,100
24642,814975,20210517,0,100
24643,821707,20210517,0,100
24644,823792,20210517,test,81
24645,825475,20210517,0,2
24646,833721,20210517,0,6
24647,840260,20210517,0,100
24648,84092,20210517,0,34
24649,843848,20210517,0,9
24650,84515,20210517,test,62
24651,84516,20210517,test,100
24652,84517,20210517,1,90
24653,84518,20210517,0,93
24654,84520,20210517,0,100
24655,84521,20210517,1,100
24656,84522,20210517,0,100
24657,84523,20210517,test,99
24658,84525,20210517,0,100
24659,84526,20210517,test,100
24660,84527,20210517,0,94
24661,84528,20210517,1,100
24662,84529,20210517,0,100
24663,84530,20210517,0,58
24664,84531,20210517,0,100
24665,84532,20210517,1,78
24666,84533,20210517,1,20
24667,84534,20210517,test,63
24668,84536,20210517,0,100
24669,84537,20210517,0,6
24670,84538,20210517,0,1
24671,84539,20210517,test,100
24672,84540,20210517,1,59
24673,84542,20210517,1,100
24674,84543,20210517,0,63
24675,84544,20210517,0,21
24676,84547,20210517,0,60
24677,84549,20210517,0,56
24678,84558,20210517,test,100
24679,84559,20210517,0,67
24680,84560,20210517,1,100
24681,84562,20210517,0,100
24682,84565,20210517,0,100
24683,84566,20210517,0,1
24684,84567,20210517,0,100
24685,856152,20210517,1,100
24686,860147,20210517,test,100
24687,860316,20210517,0,67
24688,861563,20210517,test,35
24689,862159,20210517,test,100
24690,86569,20210517,0,100
24691,86570,20210517,1,100
24692,86572,20210517,0,100
24693,86573,20210517,0,86
24694,86574,20210517,0,100
24695,86576,20210517,0,100
24696,86577,20210517,0,6
24697,86578,20210517,0,100
24698,86579,20210517,test,5
24699,86580,20210517,0,86
24700,86582,20210517,1,54
24701,86583,20210517,0,100
24702,86585,20210517,0,100
24703,86586,20210517,0,30
24704,86587,20210517,0,100
24705,86588,20210517,test,99
24706,86590,20210517,1,100
24707,86591,20210517,0,80
24708,86592,20210517,test,100
24709,86593,20210517,test,87
24710,86594,20210517,0,97
24711,86597,20210517,0,27
24712,86598,20210517,0,100
24713,86600,20210517,test,55
24714,86601,20210517,0,100
24715,86602,20210517,0,100
24716,86603,20210517,1,100
24717,86610,20210517,test,100
24718,86612,20210517,0,100
24719,86613,20210517,1,42
24720,86615,20210517,test,92
24721,86616,20210517,test,57
24722,86617,20210517,test,100
24723,86618,20210517,1,34
24724,86619,20210517,0,100
24725,86621,20210517,0,100
24726,86623,20210517,test,1
24727,86624,20210517,1,37
24728,86625,20210517,0,100
24729,86627,20210517,0,100
24730,86628,20210517,0,100
24731,86630,20210517,test,100
24732,86631,20210517,0,100
24733,86632,20210517,0,100
24734,86634,20210517,1,3
24735,86635,20210517,test,57
24736,86637,20210517,1,100
24737,86638,20210517,test,100
24738,86640,20210517,0,100
24739,86641,20210517,0,100
24740,86642,20210517,1,71
24741,86643,20210517,0,100
24742,86644,20210517,1,7
24743,86645,20210517,test,100
24744,86646,20210517,test,33
24745,86648,20210517,0,14
24746,86649,20210517,test,100
24747,86651,20210517,test,100
24748,86652,20210517,0,33
24749,86653,20210517,1,100
24750,86654,20210517,1,100
24751,86655,20210517,1,100
24752,86656,20210517,1,74
24753,86657,20210517,test,100
24754,86658,20210517,0,66
24755,86660,20210517,test,100
24756,86661,20210517,0,100
24757,86662,20210517,1,99
24758,86664,20210517,0,12
24759,86665,20210517,1,84
24760,866652,20210517,0,81
24761,86667,20210517,0,60
24762,86670,20210517,0,100
24763,86671,20210517,1,100
24764,86672,20210517,1,100
24765,86674,20210517,test,100
24766,86676,20210517,0,25
24767,86678,20210517,0,34
24768,86680,20210517,test,100
24769,86681,20210517,0,100
24770,86682,20210517,test,100
24771,86683,20210517,0,100
24772,86684,20210517,1,100
24773,86685,20210517,1,95
24774,86686,20210517,0,100
24775,86687,20210517,test,85
24776,86688,20210517,1,100
24777,86689,20210517,test,100
24778,86691,20210517,1,56
24779,86693,20210517,test,100
24780,86694,20210517,1,52
24781,86695,20210517,0,100
24782,86697,20210517,1,100
24783,86699,20210517,1,100
24784,86700,20210517,1,100
24785,86701,20210517,0,100
24786,86702,20210517,test,100
24787,86703,20210517,0,100
24788,86704,20210517,test,100
24789,868183,20210517,0,77
24790,868815,20210517,0,43
24791,874951,20210517,0,3
24792,886152,20210517,test,20
24793,887739,20210517,0,100
24794,888774,20210517,test,100
24795,890380,20210517,0,3
24796,900508,20210517,1,76
24797,907271,20210517,1,100
24798,911331,20210517,0,16
24799,91428,20210517,0,100
24800,915458,20210517,test,100
24801,916258,20210517,0,100
24802,919043,20210517,0,21
24803,919259,20210517,1,100
24804,919936,20210517,1,99
24805,921365,20210517,1,100
24806,92293,20210517,1,99
24807,925706,20210517,1,3
24808,927488,20210517,test,100
24809,927842,20210517,0,100
24810,930051,20210517,0,100
24811,934759,20210517,0,67
24812,93972,20210517,1,25
24813,948694,20210517,1,18
24814,95498,20210517,0,94
24815,956376,20210517,test,100
24816,962410,20210517,0,100
24817,964451,20210517,0,3
24818,972490,20210517,1,4
24819,974430,20210517,0,100
24820,985742,20210517,0,82
24821,991391,20210517,0,100
24822,995043,20210517,1,98
24823,514081,20210518,test,99
24824,51936,20210518,1,100
24825,52101,20210518,test,100
24826,52105,20210518,0,38
24827,52170,20210518,test,41
24828,52171,20210518,1,24
24829,522615,20210518,1,86
24830,523702,20210518,0,76
24831,524173,20210518,0,25
24832,524619,20210518,0,100
24833,52634,20210518,0,1
24834,52635,20210518,test,100
24835,52636,20210518,0,100
24836,52830,20210518,0,100
24837,52832,20210518,0,100
24838,529416,20210518,0,24
24839,531338,20210518,0,65
24840,533704,20210518,1,100
24841,541327,20210518,0,56
24842,542627,20210518,0,65
24843,54422,20210518,0,65
24844,54511,20210518,1,65
24845,54512,20210518,0,44
24846,54513,20210518,0,100
24847,54520,20210518,1,72
24848,54566,20210518,0,100
24849,54568,20210518,test,100
24850,54642,20210518,0,100
24851,548388,20210518,0,93
24852,54883,20210518,0,100
24853,54884,20210518,0,1
24854,549001,20210518,0,55
24855,551363,20210518,0,72
24856,56322,20210518,0,100
24857,565759,20210518,0,100
24858,56602,20210518,1,100
24859,567677,20210518,test,6
24860,570880,20210518,0,1
24861,571118,20210518,0,100
24862,57230,20210518,1,45
24863,57235,20210518,0,100
24864,576042,20210518,test,99
24865,576067,20210518,test,99
24866,58121,20210518,0,100
24867,58311,20210518,0,100
24868,58348,20210518,1,3
24869,58529,20210518,0,99
24870,58690,20210518,0,100
24871,589289,20210518,0,100
24872,589699,20210518,1,100
24873,59530,20210518,0,67
24874,59535,20210518,0,79
24875,595433,20210518,0,100
24876,59582,20210518,0,100
24877,59638,20210518,1,83
24878,59640,20210518,test,18
24879,59641,20210518,1,6
24880,605031,20210518,1,23
24881,60638,20210518,test,51
24882,60641,20210518,1,48
24883,61565,20210518,0,100
24884,61571,20210518,1,58
24885,617526,20210518,1,8
24886,62500,20210518,test,100
24887,62502,20210518,test,71
24888,62559,20210518,0,42
24889,62797,20210518,test,100
24890,62800,20210518,0,100
24891,62801,20210518,0,23
24892,62874,20210518,0,100
24893,62884,20210518,0,65
24894,630603,20210518,1,100
24895,63357,20210518,0,4
24896,637570,20210518,1,100
24897,63874,20210518,0,94
24898,63882,20210518,0,99
24899,638854,20210518,0,100
24900,640313,20210518,0,13
24901,642659,20210518,1,98
24902,652334,20210518,test,100
24903,65305,20210518,test,100
24904,653670,20210518,0,34
24905,654570,20210518,0,100
24906,654876,20210518,test,67
24907,65619,20210518,1,100
24908,65620,20210518,1,46
24909,663704,20210518,0,59
24910,674051,20210518,test,100
24911,675352,20210518,0,100
24912,681258,20210518,test,2
24913,681569,20210518,test,26
24914,68541,20210518,0,100
24915,68544,20210518,1,26
24916,68545,20210518,1,100
24917,68594,20210518,0,86
24918,688456,20210518,1,100
24919,68941,20210518,0,12
24920,68942,20210518,0,100
24921,69820,20210518,0,100
24922,69961,20210518,0,100
24923,69962,20210518,0,6
24924,69966,20210518,0,35
24925,70002,20210518,test,6
24926,70022,20210518,1,67
24927,70028,20210518,0,100
24928,70074,20210518,test,100
24929,700902,20210518,test,91
24930,70268,20210518,1,100
24931,70269,20210518,0,2
24932,70270,20210518,0,44
24933,70409,20210518,0,43
24934,705074,20210518,test,62
24935,707944,20210518,test,100
24936,70808,20210518,0,100
24937,70818,20210518,0,15
24938,70819,20210518,test,66
24939,70821,20210518,0,100
24940,70822,20210518,0,100
24941,70825,20210518,test,57
24942,708846,20210518,0,100
24943,71217,20210518,test,100
24944,71228,20210518,0,100
24945,71230,20210518,0,100
24946,71232,20210518,1,100
24947,71651,20210518,0,100
24948,72265,20210518,0,34
24949,724042,20210518,0,4
24950,726695,20210518,1,100
24951,731191,20210518,0,100
24952,738348,20210518,0,98
24953,740730,20210518,1,99
24954,742569,20210518,test,17
24955,744412,20210518,0,100
24956,748468,20210518,0,76
24957,748545,20210518,0,33
24958,75887,20210518,0,100
24959,765627,20210518,1,87
24960,771507,20210518,1,67
24961,775724,20210518,0,100
24962,782390,20210518,1,72
24963,788362,20210518,0,3
24964,788988,20210518,0,5
24965,791929,20210518,0,100
24966,793581,20210518,0,100
24967,796653,20210518,1,20
24968,797621,20210518,0,75
24969,801574,20210518,test,16
24970,80374,20210518,0,15
24971,80376,20210518,0,100
24972,80377,20210518,1,100
24973,80378,20210518,0,100
24974,80379,20210518,0,100
24975,80380,20210518,0,54
24976,80381,20210518,0,30
24977,80382,20210518,test,100
24978,80383,20210518,0,100
24979,825835,20210518,1,82
24980,83376,20210518,1,100
24981,837879,20210518,0,100
24982,842596,20210518,0,100
24983,84550,20210518,1,100
24984,84551,20210518,0,100
24985,84553,20210518,1,48
24986,84555,20210518,0,58
24987,84556,20210518,0,99
24988,84557,20210518,1,100
24989,84568,20210518,test,57
24990,84569,20210518,0,99
24991,84571,20210518,0,100
24992,84573,20210518,0,100
24993,84574,20210518,test,100
24994,84575,20210518,1,27
24995,84576,20210518,0,100
24996,84577,20210518,1,99
24997,84578,20210518,1,100
24998,84580,20210518,test,99
24999,84581,20210518,0,100
25000,84582,20210518,0,58
25001,84583,20210518,0,100
25002,84584,20210518,1,100
25003,84585,20210518,1,30
25004,84586,20210518,0,76
25005,84587,20210518,0,97
25006,84589,20210518,1,100
25007,84590,20210518,1,1
25008,84591,20210518,0,31
25009,84592,20210518,1,15
25010,84594,20210518,1,78
25011,84595,20210518,test,100
25012,84597,20210518,1,16
25013,84598,20210518,test,73
25014,84599,20210518,1,100
25015,84601,20210518,1,100
25016,84603,20210518,0,5
25017,84604,20210518,0,94
25018,84605,20210518,0,92
25019,84606,20210518,0,100
25020,84609,20210518,0,100
25021,84612,20210518,0,100
25022,84613,20210518,0,98
25023,84614,20210518,0,99
25024,84615,20210518,1,1
25025,84616,20210518,0,22
25026,84617,20210518,0,31
25027,84618,20210518,1,100
25028,84619,20210518,0,79
25029,84620,20210518,test,100
25030,84621,20210518,1,7
25031,84622,20210518,test,100
25032,84623,20210518,0,100
25033,84625,20210518,test,100
25034,84626,20210518,0,100
25035,84631,20210518,1,67
25036,84633,20210518,test,100
25037,84635,20210518,0,30
25038,84636,20210518,test,100
25039,84637,20210518,1,100
25040,84638,20210518,test,100
25041,84639,20210518,1,100
25042,84640,20210518,1,100
25043,84641,20210518,test,100
25044,84644,20210518,0,7
25045,84645,20210518,1,32
25046,84646,20210518,0,100
25047,84648,20210518,test,100
25048,84649,20210518,test,11
25049,84650,20210518,1,100
25050,84651,20210518,1,72
25051,84652,20210518,1,1
25052,84653,20210518,0,100
25053,84655,20210518,1,100
25054,84656,20210518,1,100
25055,84658,20210518,0,100
25056,84659,20210518,test,100
25057,84660,20210518,1,1
25058,84661,20210518,1,100
25059,84662,20210518,1,79
25060,84663,20210518,0,13
25061,84665,20210518,0,100
25062,84666,20210518,0,100
25063,847364,20210518,0,100
25064,852025,20210518,1,100
25065,857175,20210518,test,9
25066,857496,20210518,test,83
25067,858369,20210518,0,100
25068,859198,20210518,0,31
25069,861269,20210518,1,100
25070,86449,20210518,1,100
25071,864507,20210518,test,100
25072,86589,20210518,1,17
25073,86636,20210518,1,100
25074,867179,20210518,1,100
25075,872127,20210518,0,100
25076,87466,20210518,1,9
25077,87467,20210518,1,100
25078,87468,20210518,1,53
25079,87469,20210518,0,100
25080,87470,20210518,1,86
25081,87471,20210518,0,9
25082,87473,20210518,0,100
25083,874730,20210518,0,100
25084,87474,20210518,0,100
25085,87475,20210518,1,86
25086,87478,20210518,1,64
25087,87479,20210518,1,100
25088,87480,20210518,1,100
25089,87482,20210518,0,100
25090,87483,20210518,0,100
25091,87484,20210518,test,100
25092,87485,20210518,0,100
25093,87486,20210518,test,100
25094,87487,20210518,1,100
25095,87488,20210518,0,100
25096,87489,20210518,1,92
25097,87490,20210518,1,66
25098,87491,20210518,test,100
25099,87493,20210518,0,100
25100,87494,20210518,0,51
25101,87495,20210518,1,100
25102,87496,20210518,0,100
25103,87497,20210518,0,100
25104,87498,20210518,1,13
25105,87499,20210518,1,100
25106,87501,20210518,test,29
25107,87502,20210518,1,62
25108,87504,20210518,0,100
25109,87507,20210518,0,100
25110,87508,20210518,0,94
25111,87509,20210518,1,91
25112,87511,20210518,1,85
25113,87512,20210518,test,62
25114,87513,20210518,test,90
25115,87514,20210518,0,100
25116,87515,20210518,1,65
25117,87519,20210518,0,86
25118,87520,20210518,test,100
25119,87521,20210518,1,100
25120,87522,20210518,0,100
25121,87523,20210518,1,92
25122,87524,20210518,1,100
25123,87525,20210518,1,80
25124,87527,20210518,0,100
25125,87528,20210518,test,100
25126,87529,20210518,1,100
25127,87530,20210518,0,92
25128,87531,20210518,1,100
25129,87532,20210518,test,51
25130,87533,20210518,1,66
25131,87534,20210518,1,17
25132,87535,20210518,0,100
25133,87536,20210518,0,18
25134,87537,20210518,0,100
25135,87538,20210518,1,100
25136,87539,20210518,0,37
25137,87540,20210518,0,25
25138,87541,20210518,1,100
25139,87542,20210518,1,100
25140,87543,20210518,0,100
25141,87544,20210518,0,38
25142,87545,20210518,1,75
25143,87546,20210518,test,100
25144,87548,20210518,1,100
25145,87549,20210518,1,100
25146,87550,20210518,0,9
25147,87553,20210518,0,75
25148,87554,20210518,test,95
25149,87555,20210518,test,13
25150,87556,20210518,1,47
25151,87557,20210518,0,66
25152,87558,20210518,test,62
25153,87560,20210518,0,100
25154,87561,20210518,0,100
25155,87562,20210518,1,100
25156,87564,20210518,1,100
25157,87565,20210518,test,43
25158,87566,20210518,1,100
25159,87567,20210518,0,61
25160,87581,20210518,test,3
25161,87582,20210518,test,100
25162,87583,20210518,0,68
25163,87584,20210518,1,100
25164,87585,20210518,0,100
25165,87586,20210518,1,31
25166,87587,20210518,test,100
25167,87589,20210518,0,100
25168,87590,20210518,1,75
25169,87591,20210518,test,56
25170,87592,20210518,test,64
25171,87593,20210518,0,100
25172,87594,20210518,1,100
25173,87595,20210518,0,54
25174,87598,20210518,0,100
25175,87599,20210518,0,100
25176,87600,20210518,0,100
25177,89961,20210518,0,100
25178,908000,20210518,1,14
25179,919803,20210518,0,100
25180,92133,20210518,test,100
25181,923577,20210518,0,100
25182,925400,20210518,0,100
25183,949498,20210518,0,100
25184,949819,20210518,1,66
25185,952481,20210518,0,26
25186,958313,20210518,1,1
25187,959566,20210518,0,100
25188,960747,20210518,0,71
25189,969275,20210518,0,1
25190,969573,20210518,1,20
25191,973670,20210518,1,100
25192,974736,20210518,0,100
25193,984988,20210518,0,82
25194,986843,20210518,test,50
25195,515906,20210519,1,41
25196,51937,20210519,1,100
25197,51938,20210519,1,13
25198,51940,20210519,0,100
25199,52121,20210519,test,83
25200,52177,20210519,1,100
25201,52178,20210519,0,91
25202,523094,20210519,0,73
25203,524564,20210519,test,100
25204,52585,20210519,0,100
25205,52615,20210519,0,100
25206,52651,20210519,test,100
25207,52652,20210519,1,71
25208,52657,20210519,1,100
25209,53449,20210519,1,91
25210,53451,20210519,0,63
25211,536348,20210519,0,100
25212,53854,20210519,0,100
25213,545260,20210519,test,9
25214,54537,20210519,1,100
25215,54538,20210519,test,64
25216,54549,20210519,0,100
25217,54623,20210519,0,100
25218,546484,20210519,1,100
25219,54664,20210519,0,11
25220,54665,20210519,0,100
25221,54668,20210519,1,25
25222,547655,20210519,0,100
25223,54886,20210519,test,3
25224,54887,20210519,1,99
25225,55126,20210519,0,100
25226,55129,20210519,test,82
25227,55130,20210519,test,30
25228,55131,20210519,test,100
25229,55132,20210519,1,100
25230,556548,20210519,test,73
25231,55741,20210519,0,100
25232,56048,20210519,0,100
25233,564917,20210519,0,2
25234,565341,20210519,0,100
25235,56618,20210519,0,47
25236,56621,20210519,0,100
25237,56743,20210519,1,27
25238,56745,20210519,0,30
25239,567557,20210519,1,100
25240,568280,20210519,test,100
25241,568705,20210519,1,100
25242,570494,20210519,1,13
25243,57106,20210519,0,32
25244,57240,20210519,0,76
25245,57369,20210519,0,100
25246,57376,20210519,0,79
25247,577039,20210519,1,100
25248,58268,20210519,1,100
25249,58351,20210519,1,100
25250,58368,20210519,1,86
25251,58375,20210519,0,100
25252,58531,20210519,0,99
25253,58532,20210519,0,48
25254,58691,20210519,0,51
25255,58695,20210519,0,100
25256,595325,20210519,0,100
25257,59542,20210519,0,100
25258,59543,20210519,0,100
25259,59546,20210519,0,98
25260,59548,20210519,0,100
25261,59660,20210519,1,100
25262,597393,20210519,1,100
25263,59876,20210519,0,51
25264,59881,20210519,test,100
25265,59884,20210519,0,11
25266,60202,20210519,0,100
25267,60203,20210519,0,49
25268,60206,20210519,1,100
25269,605609,20210519,test,91
25270,60661,20210519,0,100
25271,611338,20210519,1,31
25272,61217,20210519,1,100
25273,613824,20210519,test,100
25274,614525,20210519,1,49
25275,614943,20210519,1,100
25276,62584,20210519,1,100
25277,62586,20210519,0,100
25278,62588,20210519,1,100
25279,62611,20210519,test,100
25280,62627,20210519,0,100
25281,62634,20210519,1,100
25282,62635,20210519,0,100
25283,628463,20210519,0,99
25284,632395,20210519,test,100
25285,641456,20210519,1,100
25286,643462,20210519,1,53
25287,651467,20210519,test,96
25288,660312,20210519,0,100
25289,662729,20210519,0,31
25290,665239,20210519,1,100
25291,668255,20210519,1,100
25292,674144,20210519,0,100
25293,675720,20210519,1,78
25294,676915,20210519,0,100
25295,68383,20210519,0,100
25296,68391,20210519,0,99
25297,68393,20210519,0,78
25298,68573,20210519,0,100
25299,68614,20210519,0,100
25300,68996,20210519,0,100
25301,68997,20210519,1,100
25302,68998,20210519,test,100
25303,69000,20210519,0,30
25304,69226,20210519,0,100
25305,69422,20210519,1,100
25306,69424,20210519,test,100
25307,69823,20210519,0,100
25308,69824,20210519,test,100
25309,69828,20210519,0,100
25310,69830,20210519,0,3
25311,698831,20210519,1,96
25312,69971,20210519,0,100
25313,69982,20210519,0,97
25314,69985,20210519,0,100
25315,69986,20210519,1,37
25316,69988,20210519,0,100
25317,69989,20210519,test,65
25318,69990,20210519,test,100
25319,69992,20210519,1,64
25320,70054,20210519,0,100
25321,70411,20210519,0,22
25322,70461,20210519,0,100
25323,70826,20210519,0,38
25324,71234,20210519,test,100
25325,71237,20210519,test,63
25326,71240,20210519,0,33
25327,717606,20210519,1,31
25328,71913,20210519,1,9
25329,71915,20210519,0,100
25330,71916,20210519,0,13
25331,721617,20210519,0,89
25332,72275,20210519,0,100
25333,72276,20210519,test,50
25334,72632,20210519,1,100
25335,72639,20210519,test,100
25336,74448,20210519,0,98
25337,746345,20210519,0,99
25338,746634,20210519,test,100
25339,74779,20210519,test,100
25340,757628,20210519,test,100
25341,761299,20210519,0,100
25342,765220,20210519,1,15
25343,766709,20210519,0,100
25344,77835,20210519,test,70
25345,788924,20210519,test,14
25346,796100,20210519,test,100
25347,79655,20210519,0,5
25348,79656,20210519,0,9
25349,79657,20210519,test,100
25350,79658,20210519,0,8
25351,79659,20210519,test,49
25352,79694,20210519,0,100
25353,79695,20210519,0,100
25354,79696,20210519,test,100
25355,79724,20210519,1,100
25356,79725,20210519,1,22
25357,800587,20210519,1,100
25358,802615,20210519,0,100
25359,80367,20210519,test,32
25360,80368,20210519,1,85
25361,80369,20210519,0,44
25362,80370,20210519,0,100
25363,80371,20210519,0,100
25364,80375,20210519,1,100
25365,80384,20210519,1,42
25366,80385,20210519,0,100
25367,80387,20210519,0,19
25368,80389,20210519,test,100
25369,80391,20210519,0,15
25370,80392,20210519,0,85
25371,80394,20210519,0,14
25372,80395,20210519,0,5
25373,80396,20210519,1,44
25374,80398,20210519,0,100
25375,80399,20210519,0,97
25376,80400,20210519,0,100
25377,80401,20210519,1,100
25378,80403,20210519,1,87
25379,80406,20210519,test,100
25380,80407,20210519,1,100
25381,80408,20210519,1,66
25382,80409,20210519,test,3
25383,80410,20210519,0,100
25384,80412,20210519,1,52
25385,80413,20210519,test,100
25386,80414,20210519,test,100
25387,80415,20210519,1,100
25388,80416,20210519,test,75
25389,80418,20210519,0,99
25390,80420,20210519,1,41
25391,80422,20210519,0,100
25392,80424,20210519,test,100
25393,80425,20210519,0,100
25394,80426,20210519,test,74
25395,80428,20210519,0,68
25396,80429,20210519,1,78
25397,80431,20210519,1,18
25398,80434,20210519,0,100
25399,80435,20210519,1,100
25400,80437,20210519,1,100
25401,80438,20210519,1,61
25402,80439,20210519,0,100
25403,80440,20210519,0,49
25404,80441,20210519,1,7
25405,80442,20210519,1,99
25406,80443,20210519,0,100
25407,80444,20210519,0,100
25408,80445,20210519,0,100
25409,80446,20210519,test,97
25410,80447,20210519,0,100
25411,80448,20210519,0,3
25412,80449,20210519,1,100
25413,80450,20210519,0,100
25414,80451,20210519,1,99
25415,80452,20210519,0,71
25416,80453,20210519,test,100
25417,80454,20210519,0,100
25418,80455,20210519,0,100
25419,80456,20210519,1,100
25420,80457,20210519,0,100
25421,80459,20210519,0,100
25422,80460,20210519,0,100
25423,80461,20210519,test,100
25424,80463,20210519,1,97
25425,80495,20210519,0,100
25426,80496,20210519,0,100
25427,80497,20210519,0,16
25428,80499,20210519,1,64
25429,80500,20210519,1,1
25430,80501,20210519,1,100
25431,80502,20210519,test,100
25432,80503,20210519,1,24
25433,80504,20210519,0,46
25434,80505,20210519,0,100
25435,80507,20210519,0,100
25436,80508,20210519,1,100
25437,80509,20210519,0,57
25438,80510,20210519,0,100
25439,80511,20210519,0,100
25440,80512,20210519,test,100
25441,80513,20210519,1,100
25442,80514,20210519,0,100
25443,80515,20210519,1,100
25444,80516,20210519,1,100
25445,80517,20210519,0,100
25446,80518,20210519,test,100
25447,80519,20210519,0,100
25448,80520,20210519,1,2
25449,80521,20210519,test,100
25450,80522,20210519,1,100
25451,80523,20210519,0,100
25452,805396,20210519,test,84
25453,805553,20210519,test,100
25454,808218,20210519,test,18
25455,813677,20210519,0,53
25456,818361,20210519,1,97
25457,82052,20210519,0,19
25458,82053,20210519,0,19
25459,821895,20210519,1,100
25460,82378,20210519,0,70
25461,82379,20210519,test,100
25462,824073,20210519,0,100
25463,82453,20210519,test,100
25464,82454,20210519,1,100
25465,82467,20210519,test,94
25466,82497,20210519,0,69
25467,82498,20210519,0,64
25468,82499,20210519,1,63
25469,82508,20210519,1,100
25470,82509,20210519,0,100
25471,82510,20210519,test,100
25472,82511,20210519,1,100
25473,826395,20210519,0,62
25474,829789,20210519,0,100
25475,834388,20210519,test,100
25476,834761,20210519,0,6
25477,838860,20210519,test,100
25478,84312,20210519,test,95
25479,84715,20210519,0,22
25480,84716,20210519,0,100
25481,84717,20210519,test,100
25482,84719,20210519,0,13
25483,84720,20210519,0,100
25484,84721,20210519,1,100
25485,84722,20210519,0,5
25486,84723,20210519,test,100
25487,84724,20210519,0,12
25488,84725,20210519,0,7
25489,84726,20210519,1,67
25490,84743,20210519,test,12
25491,84744,20210519,0,100
25492,84745,20210519,0,69
25493,84746,20210519,1,100
25494,84747,20210519,1,51
25495,849718,20210519,0,4
25496,853672,20210519,0,54
25497,854228,20210519,0,100
25498,86279,20210519,test,75
25499,864780,20210519,0,100
25500,86639,20210519,0,89
25501,86679,20210519,1,95
25502,869163,20210519,0,100
25503,86929,20210519,test,56
25504,86930,20210519,1,65
25505,86931,20210519,0,100
25506,869310,20210519,1,76
25507,86932,20210519,0,52
25508,86933,20210519,0,78
25509,86934,20210519,0,100
25510,86937,20210519,1,71
25511,86938,20210519,0,100
25512,86941,20210519,0,100
25513,86943,20210519,0,43
25514,86945,20210519,0,61
25515,86946,20210519,test,17
25516,86948,20210519,test,16
25517,86949,20210519,0,100
25518,86950,20210519,0,100
25519,86951,20210519,test,100
25520,86952,20210519,test,100
25521,86953,20210519,0,100
25522,86954,20210519,1,100
25523,86967,20210519,0,100
25524,86968,20210519,0,100
25525,86969,20210519,test,58
25526,86971,20210519,test,100
25527,86973,20210519,1,100
25528,870712,20210519,1,100
25529,871013,20210519,test,100
25530,871581,20210519,0,100
25531,871633,20210519,1,1
25532,873890,20210519,0,100
25533,873956,20210519,0,100
25534,87563,20210519,0,100
25535,87568,20210519,1,100
25536,87569,20210519,1,100
25537,87570,20210519,test,94
25538,87571,20210519,1,100
25539,87572,20210519,0,64
25540,87574,20210519,test,95
25541,87575,20210519,test,100
25542,87576,20210519,test,63
25543,87577,20210519,1,99
25544,87578,20210519,0,48
25545,87579,20210519,0,11
25546,87601,20210519,0,69
25547,87602,20210519,test,95
25548,87603,20210519,0,40
25549,87604,20210519,test,100
25550,87605,20210519,test,1
25551,87607,20210519,0,100
25552,87608,20210519,0,100
25553,87609,20210519,0,100
25554,87610,20210519,test,100
25555,87612,20210519,test,100
25556,876381,20210519,0,100
25557,879273,20210519,1,100
25558,879534,20210519,0,76
25559,882874,20210519,1,100
25560,88563,20210519,test,100
25561,903195,20210519,test,100
25562,918960,20210519,0,100
25563,924463,20210519,0,100
25564,927257,20210519,0,100
25565,934277,20210519,0,100
25566,940549,20210519,1,4
25567,943091,20210519,0,12
25568,944828,20210519,1,100
25569,945535,20210519,0,38
25570,949439,20210519,test,100
25571,963996,20210519,1,100
25572,964339,20210519,test,13
25573,967071,20210519,0,100
25574,970777,20210519,1,100
25575,971720,20210519,test,99
25576,972729,20210519,0,81
25577,978963,20210519,1,100
25578,987614,20210519,test,99
25579,990988,20210519,0,50
25580,995800,20210519,0,100
25581,515496,20210520,0,40
25582,515541,20210520,1,58
25583,51568,20210520,0,42
25584,518792,20210520,0,3
25585,52616,20210520,test,63
25586,52620,20210520,0,17
25587,52622,20210520,0,34
25588,52671,20210520,1,100
25589,52674,20210520,1,100
25590,53459,20210520,1,100
25591,53462,20210520,0,100
25592,53537,20210520,0,100
25593,536778,20210520,0,14
25594,537151,20210520,1,100
25595,537834,20210520,test,100
25596,54550,20210520,1,100
25597,54565,20210520,0,100
25598,54629,20210520,0,100
25599,54630,20210520,1,100
25600,54632,20210520,test,100
25601,54672,20210520,0,91
25602,54674,20210520,0,100
